aardvark mhanga
order amrisha
order oda
Oresund Oresund
organization shirika
organizations mashirika
organize panga
organs maungo
organ ungo
original halisi
origin asili
Orinoco Orinoco
ornament maridadi
orphan mfiwa
orphan mtoto
orphan yatima
orphan mwanamkiwa
orphans mayatima
orphans wanamkiwa
orphans watoto
orphans yatima
orphan yatima
orthography otografia
orthography tahajia
oryx choroa
osprey kipungu
ostrich mbuni
otter ota
Ouagadougou Wagadugu
oud udi
ounce wakia
our choice
our chaguo
our latu
our -etu
Our Lady
Our of
Our Sorrows
Our Bikira
Our Maria
Our wa
Our Mateso
our rights
our haki
our zetu
our star
our nyota
our wetu
outfits mavazi
outfit vazi
outpour mkurupuko
outpours mikurupuko
outside nje
oval duara
oval dafu
overall msurupwenye
overall ovaroli
overalls maovaroli
overalls masurupwenye
overalls misurupwenye
overall surupwenye
overcoat dagla
overjoy bashasha
overnight stay
overnight kesha
overseer msimamizi
overseers wasimamizi
overtime ovataimu
owl bundi
owner mmiliki
owner mwenyewe
ownership umiliki
owners wamiliki
owners wenyewe
own miliki
oxen mafahali
ox fahali
oxide oksaidi
ox ng
ox ombe
oxygen oksijeni
oxygen oxygenia
pace mwendo
Pacific Ocean
Pacific Pasifiki
packet pakiti
packets mapakiti
pact agano
padlock kifuli
padlock kofuli
padlock kufuli
padlocks makufuli
padlocks vifuli
pad pedi
paganism ukafiri
pagan kafiri
pagan mpagani
pagans wapagani
page kurasa
pages makurasa
page ukurasa
pain maumivi
pain maumivu
pain pakanga
paint rangi
pain uchungu
pain uma
pain umwa
pair of
pair compasses
pair bikari
Pakistani Mpakistani
Pakistanis Wapakistani
Pakistan Pakistani
palace jum
palace kasri
palaces majum
palate kaakaa
palates makaakaa
Palau Islands
Palau Palau
Palau Mpalau
Palau Wapalau
Palestine Palestina
Palestinian Mpalestina
Palestinians Wapalestina
Pallas Palasi
palm fruit
palm ng'ongo
palm kiganja
palm kikofi
palm leaf
palm ukuti
palm leaves
palm kuti
palm nut
palm chikichi
palm nuts
palm machikichi
palm oil
palm tree
palm mchikichi
palms maganja
palms vikofi
palm tree
palm mchikichi
Panamanian Kipanama
Panamanian Mpanama
Panama Panama
Panamian Mpanama
Panamians Wapanama
pancreas kongosho
panel jopo
panga panga
pangolin kakakuona
panic taharuki
pan sufuria
papaya mpapai
papaya papai
papaya papayu
paper karatasi
papers makaratasi
Papua New
Papua Guinea
Papua Papua
Papuan Mpapua
Papuans Wapapua
Paradise pepo
paraffin mafuta
paraffin taa
Paraguayan Kiparagwai
Paraguayan Mparagwai
Paraguayans Waparagwai
Paraguay Paragwai
parallelogram msambamba
paraphrase falisi
parasite kimelea
parasites vimelea
parastatal halmashauri
pardon msamaha
parenthood uzazi
parent mvyele
parent mzazi
parents wavyele
parents wazazi
Paris Paris
parking egesho
parking lot
parking egezo
parking uegeshaji
park kuegesha
park mbuga
parliament bill
parliament msuada
parliament bunge
parrot dura
parrot kasuku
parrot kwao
part aria
part gawa
parthenogenesis mimbapweke
participant mhusika
participate shiriki
particle chembe
particle chembechembe
particle punje
particles machembe
particles machembechembe
parties vyama
part sehemu
party chama
party kundi
party safu
passage mapito
passage pito
passages mapito
passenger abiria
passer-by mwenda
pass kupita
Passover Pasaka
passport pasi
passport paspoti
passports mapaspoti
password nywila
paste bandika
paste bandiko
pastoralists jamii
pastoralists za
pastoralists ufugaji
pastrolists jamii
pastrolists ya
pastrolists ufugaji
past yaliyopita
patches viraka
patch kiraka
paternal aunt
paternal shangazi
paternal uncle
paternal ami
paternal uncle
paternal amu
path kichochoro
path ujia
patience subira
patience subra
patience uvumilivu
patient mgonjwa
patient muwele
patriotism uzalendo
patriot mzalendo
patriots wazalendo
paucity uchache
paucity uhaba
Paul Paulo
pauper fukara
pawpaw papai
pawpaws mapapai
pawpaw tree
pawpaw mpapai
pawpaw trees
pawpaw mipapai
pay lipa
payment malipo
peace amani
peace salama
peach pichi
peacock tausi
pea dengu
peanut butter
peanut siagi
peanut ya
peanut karanga
peanut karanga
peanut njugu
peanut njugumawe
peanut njugunyasa
pearl lulu
pear pea
pear peasi
peasant falahi
peasant mkata
pecan mpekani
pecan pekani
peck dona
pedal pedeli
pee gura
peek kilele
peel ganda
peel menya
peep chungulia
pelican mwari
pelicans waari
Pemba Pemba
pencil penseli
penetrate ingia
penis mboo
penis uume
pen jela
pen kalamu
pennies mapeni
penny peni
pen seli
pen zizi
people missing
people fingers
people or
people toes
people mabuge
People of
People the
People Book
People Watu
People wa
People Kitabu
People's Republic
People's of
People's China
People's Jamhuri
People's ya
People's Watu
People's wa
People's China
Peoples Republic
Peoples of
Peoples Laoti
Peoples Laosi
pepper mpilipili
pepper pilipili
pepper pilipili
pepper hoho
pepper pilipili
pepper manga
pepper plant
pepper mpilipili
perceive tambua
percentage asilimia
percent asilimia
perfection ukamilifu
perfection uthabiti
perfect makini
perform shika
perfume bottle
perfume mrashi
perfume manukato
perfume marashi
perhaps huenda
perhaps pingine
perineum msamba
perinum msamba
period awamu
period majira
period mda
period muda
period nukta
period zamani
Perissodactyla Wanyama
Perissodactyla wenye
Perissodactyla kwato
Perissodactyla witiri
permissible halali
permission idhini
permission ruhusa
permit kibali
permits vibali
permit vibali
persecute udhi
perseverance kingoto
perseverance ustahimili
persevere dumu
persevere stahimili
Persian Gulf
Persian Ghuba
Persian ya
Persian Uajemi
Persian Kiajemi
Persian Mwajemi
person missing
person finger
person or
person toe
person buge
person mtu
persons watu
Peru Peruu
Peruvian Kiperuu
Peruvian Mperuu
Peruvians Waperuu
pest kimela
pestle mpini
petal petali
Peter Petro
petrel mlinzi
petrol petroli
petticoat kirinda
petticoats virinda
petticot kamisi
pewter -a
pewter pyuta
pewter pyuta
pewter rangi
pewter ya
pewter pyuta
pharaoh firauni
pharisee farisayo
Pharisee farisayo
Pharisee mfarisayo
Pharisee Mfarisayo
Pharisees Wafarisayo
Philipine Mfilipino
Philippians Wafilipi
Philippines Ufilipino
Philistine Mfilisti
Phillipines Filipino
philosopher mwanafalsafa
philosophers wasomi
philosophy falsafa
phlegm kohozi
phlegm makohozi
Phocoenidae familia
Phocoenidae ya
Phocoenidae pomboo
Phocoenidae mdogo
phone number
phone nambari
phone ya
phone simu
phone numbers
phone nambari
phone za
phone simu
phonetics fonetiki
phonograph santuri
phonology fonolojia
phosphorus fosforasi
photocopy machine
photocopy mashini
photocopy ya
photocopy chapa
photocopy machines
photocopy mashini
photocopy za
photocopy chapa
photographer mpigapicha
photosynthesis usanisinuru
Physeteridae familia
Physeteridae ya
Physeteridae nyangumi-spemaseti
physicist mwanafizikia
physicists wanafizikia
physics fizikia
piano kinanda
piano piano
piccolo filimbi
piccolo ndogo
pick dondoa
pick pocketers
pick vibaka
pick pocket
pick kibaka
pick up
pick okota
picture picha
pictures mapicha
pidgin pijini
piece gawo
piece kipande
piece pande
piece sarafu
pieces vipande
piece vipande
pigeon hua
pigeon njiwa
pig nguruwe
pilaf pilau
piles baasili
piles bawasiri
piles kikundu
piles mjiko
piles puru
pillar jabali
pillar majabali
pillars majabali
pill kidonge
pillow case
pillow foronya
pillow mto
pilot marubani
pilot mwanahewa
pilot rubani
pilots marubani
pilots wanahewa
pimp buzi
pimp kuwadi
pimple kipele
pimple uvimbe
pimps makuwadi
pin bandika
pineapple mnanasi
pineapple nanasi
pineapples mananasi
pinecone sunobari
pine msonobari
pine nut
pine njugu
pine ya
pine msonobari
pink waridi
Pinnipedia wanyama
Pinnipedia wenye
Pinnipedia miguu-mapezi
Pinocchio Pinokyo
pin pini
pint painti
pipe bomba
pipe clay
pipe choki
pipe digali
pipe kiko
pipes viko
piracy uharamia
pirate haramia
pirates maharamia
Pisces Hutu
Pisces Samaki
pistachio fistiki
pistachio mfistiki
pistol bastola
pistol mtondoo
pitcher gudulia
pitcher nzio
pitchers magudulia
pit shimo
place mahail
place mahala
place mahali
place pahali
place weka
plane ndege
plane randa
planes maranda
planet sayare
planet sayari
plan mkakati
plan mpango
plan mpango
plan tekelezi
plans mikakati
plans mipango
plans mipango
plans tekelezi
plantation shamba
planting upanzi
plant mmea
plants mimea
plasma utegili
plasticine zafe
plastic plastiki
plate sahani
platypus kinyamadege
play cheza
player mchezaji
players wachezaji
playground kiwanja
playing card
playing karata
play maigizo
play mchezo
play tamthilia
please tafadhali
pleasure anasa
Pleiades Kilimia
plug plagi
plumber's snake
plumber's nyoka
plum mzambarau
plums mzambarau
plum zambarau
plural akthari
plural wingi
pluto pluto
Pluto Pluto
pneumonia kichomi
pneumonia mkamba
pneumonia nimonia
poacher mwindaji
poacher haramu
poachers wawindaji
poachers haramu
poaching ujangili
pod tumba
poem shairi
poems mashairi
poem ushairi
poet malenga
poet mshairi
poetry ushairi
pointer akrabu
point nukta
point pointi
poisoned food
poisoned chakula
poisoned cha
poisoned sumu
poison sumu
poker kamari
Poland Polandi
Poland Upoli
polar bear
polar dubu
polar barafu
Polaris Polaris
pole mlingoti
Pole Mpoli
poles milingoti
Pole Wapoli
police officer
police afisa
police wa
police polisi
police officer
police afisa
police wa
police usalama
police officers
police maafisa
police wa
police usalama
police polisi
police trainee
police kurutu
police trainees
police makurutu
policies masera
policy and
policy orders
policy sera
policy na
policy taratibu
policy sera
polio ugonjwa
polio wa
polio kupooza
polish kipoland
Polish Kipolandi
Polish Kipoli
Polish Mpoli
Polish Wapoli
polite upole
political leader
political kiongozi
political wa
political siasa
political leaders
political viongozi
political wa
political siasa
political party
political chama
political scientist
political mwanasiasa
politician mwanasiasa
politics siasa
pollen chavua
pollination uchavushaji
polygon pembenyingi
polytheism upolitheisti
polytheism ushirikina
polytheist mshirikina
pomegranate komamanga
pomegranate kudhumani
pomegranate mkomamanga
pomegranate tree
pomegranate mkomamanga
poor man
poor mnyonge
poor masikini
poor maskini
poor people
poor wasionacho
popcorn bisi
pope papa
poplar mlibua
poplar mpopla
poppy mpopi
poppy rangi
poppy ya
poppy mipopi
popular maarufu
porcupine nungunungu
pork kitimoto
pork nyama
pork ya
pork nguruwe
pornography ponografia
porpoise poposi
porridge uji
port bandari
port city
port bandari
porter hamali
porter mfinyanzi
port mabandari
portrait picha
ports mabandari
Portugal Ureno
Portuguese Kireno
Portuguese Mreno
Portuguese Wareno
Poseidon Poseidoni
possibility uweza
possibility uwezekano
postage stamp
postage stempu
postal address
postal sanduku
postal la
postal posta
postcard postkadi
post office
post posta
postponement ahirisho
potassium potasiamu
potatoes viazi
potato kiazi
potato kiazi
potato ulaya
pot belly
pot kitambi
pot buli
pot chungu
pot mtungi
pot nyungu
potsherd gae
pots vyungu
potter mfinyanzi
potter wasp
potter bunzi
pottery ufinyanzi
pound pauni
pound ratili
pour miminika
pour mwaga
poverty ufukara
poverty umasikini
poverty umaskini
powder poda
power nguvu
powersaw jambeni
powersaws majambeni
prairie dog
prairie kijibwanyika
praise shangilia
praise utukufu
prawn kilendo
prawn uduvi
prayer sala
prayer service
prayer ibada
prayer swala
prayer swali
pray omba
pray sala
pray sali
preacher mhubiri
preach tangaza
precede tangulia
predict bashiri
prediction utabiri
predictive nabihi
predictives manabihi
predict tabiri
preface madibaji
pregnancy himila
pregnancy mimba
pregnancy ujauzito
pregnant mja
pregnant mzito
pregnant wajamzito
pregnant women
pregnant waja
pregnant wazito
preparation maandalizi
preparation mapema
preparations matayarisho
preparation tayari
preparation utayarishi
prepare andaa
prepare andalia
preposition kihusishi
prepuce govi
presenter mtangazaji
presenters watangazaji
presidency urais
president rais
pretzel pretseli
preys mawindo
prey windo
price bei
price for
price blood
price donation
price arshi
pride daha
pride fahari
pride gogi
pride magogi
pride majivuno
pride maringo
priest kasisi
priest kuhani
priest padri
prime minister
prime waziri
prime mkuu
prince mkuu
princess malkia
principal mkuu
principle jikita
priority kipaumbele
prisoner habusu
prisoner mabusu
prisoner mfungwa
prisoner mhabusu
prisoners mahabusu
prison jela
prison police
prison askari
prison jela
private company
private kampuni
private ya
private kibinafsi
private hair
private mvuzi
private institution
private chuo
private cha
private kibinafsi
private institutions
private vyuo
private vya
private kibinafsi
private part
private sehenu
private nyeti
problem ila
problem kizaazaa
problem masaibu
problem muholelo
problem shida
problem taabu
problem tatizo
problem walakini
procedure mtindo
proceed tangulia
procreation jamiana
produce zao
professor profesa
proffessional stadi
profit dahili
profit faida
profit kipato
profit mafao
program kipindi
programme ratiba
program programu
programs vipindi
progress maendeleo
project miradi
project mradi
projects miradi
promegranates makomamanga
promegranates makudhumani
promegranate trees
promegranate mikomamanga
promiscuity uzinzi
promise ahadi
promise ahidi
pronoun dhamiri
pronoun kijina
pronoun kitenzi
pronoun jina
pronoun kiwakilishi
pronunciation matamshi
proof dhibitisho
propaganda kasumba
propeller rafadha
propeller rafardha
propellers marafadha
prophecy utabiri
prophesy tabiri
prophesy unabii
prophet mtume
prophet nabii
prop nguzo
proposal pendekezo
proposals mapendekezo
prosecution reports
prosecution taarifa
prosecution za
prosecution mashtaka
prosecution report
prosecution taarifa
prosecution ya
prosecution mashtaka
prosecution shtaki
prosecutor kiongozi
prosecutor wa
prosecutor mashtaka
prosecutors viongozi
prosecutors wa
prosecutors mashtaka
proselyte mwongofu
prosperity fanaka
prostitute changudoa
prostitute kahaba
prostitute kiberenge
prostitute kibiriti
prostitute ngoma
prostitute malaya
prostitutes makahaba
prostitutes viberenge
prostitute ukahaba
prostitution reresha
prostitution ukahaba
prostitution umalaya
protection kinga
protect kukinga
protect linda
protein protini
Protestantism Uprotestanti
Protestant Mprotestanti
protest maandamano
protractor kipimapembe
prove hakiki
proverb methali
Proverbs Mithali
prove thibitisho
province jimbo
province mkoa
province mkoani
provinces majimbo
provinces mikoa
Psalms chuo
Psalms cha
Psalms Zaburi
psalm zaburi
psychology saikolojia
psycologist mwanasaikolojia
psycologists wanasaikolojia
pterodactyl pterodaktilo
puberty balehe
pubic hair
pubic vinyuzi
pubic hair
pubic vuzi
pub kilabu
public transport
public usafiri
public wa
public umma
public umma
pudding pudini
puff adder
puff moma
puffadder moma
pulley kopi
pulley roda
pulleys vikopi
pull kuvuta
pulpit dungu
pulpit mimbari
pulp uji
pulp uji
pumpkin boga
pumpkin maboga
pumpkin malenge
punch konde
puncture panchari
punctures mapanchari
punish adhibu
punishment adhabu
purify chuja
purify safisha
purify takasa
purity usafi
purple heron
purple pondagundi
purple udhurungi
purpose kusudi
purse kibeti
purse mfuko
purse pochi
push kusukuma
pus usaha
put tia
pyrethrum pareto
pyrethrum plant
pyrethrum mpareto
Pythagoras Pithagoras
python bafe
python chatu
pythons mabafe
qadi kadhi
Qatari Mkatari
Qataris Wakatari
Qatar Katari
qibla kibla
quail tombo
qualify fuzu
quality thing
quality wanga
quarrel ugomvi
quarter robo
quarter to
quarter kasorobo
quartz kwatsi
quater finals
quater robo
quater fainali
Quebec Kwebeki
queen malka
queen malkia
queen mzungu
queen wa
queen pili
querry tashwishi
questions maswali
question swali
question uliza
quiver podo
quiver pongono
quiver zaka
quiver ziaka
quiz chemsha
quiz bongo
quot nuku
quot nukuu
Quran Kuran
Qur'an Kurani
Quran Kurhan
rabbi kuhani
rabbit sungura
race mbio
race resi
racism ubaguzi
racism wa
racism rangi
racket raketi
rackets maraketi
radio cassette
radio rediokaseti
radio radio
radio redio
radios maredio
raft awesia
raft nchoro
rage mdadi
rage midadi
rages vikiraka
rag kitambara
ragout raguu
raid uvamizi
railway line
railway reli
railway station
railway stesheni
railway ya
railway treni
rainbow upinde
rainbow wa
rainbow mvua
rain gauge
rain kipimamvua
rain gauges
rain vipimamvua
rain kunyesha
rain manyunyu
rain mvua
rainy season
rainy majira
rainy ya
rainy mvua
raise from
raise the
raise dead
raise fufua
Rajab Rajabu
rake reki
Ramadan Ramadhani
ramadhan ramadhani
rand randi
range masafa
rank cheo
ranks nyadhifa
rank wadhifa
ransom fidia
rape baka
rape ubakaji
rapist mbakaji
rapist mende
rapist mnajisi
rapist mula
rapists wanajisi
rash upele
raspberry mrasiberi
raspberry rangi
raspberry ya
raspberry rasiberi
raspberry rasiberi
ratio uwiano
rat panya
rattle kayamba
rattles makayamba
raven kunguru
raw bichi
ray kianga
razor blade
razor kijembe
razor blade
razor wembe
razorblade wembe
reaction mmenyuko
reader msomaji
reader msomi
readership usomaji
read soma
read somea
ready komaa
ready tayari
really kweli
reason ajili
reason sababu
rebel asi
receipt resiti
receipt risiti
receive laki
receive pokea
recent karibuni
recently majuzi
reception mapokezi
reconcile patanisha
reconciliation suluhu
record rekodi
records marekodi
recovering afueni
recovering ahueni
recover pona
recruit sajili
rectangle mstatili
rectangles mistatili
recyclable waste
recyclable bwambwa
red ant
red chaki
red ants
red machaki
red blood
red cell
red seli
red nyekundu
red ya
red damu
red cross
red msalaba
red mwekundu
redcurrant mtunda
redcurrant bukini
redcurrant mwekundu
redcurrant tunda
redcurrant bukini
redcurrant jekundu
redness wekundu
red nyekundu
red pepper
red pilipi
red hoho
Red Sea
Red Bahari
Red ya
Red Shamu
red snapper
red kudu
red snappers
red makudu
reeds matete
reed tete
referal hospital
referal hospitali
referal ya
referal rufaa
referal hospitals
referal hospitali
referal za
referal rufaa
refer refari
refrain susa
refresh changamko
refresh changamsha
refridgerator majokofu
refrigerator friji
refrigerator jokofu
refrigerator mashine
refrigerator ya
refrigerator barafu
refugee mkimbizi
refugee mlowezi
refuse dinda
refuse gairi
refuse kanusha
refuse kanusho
refuse kataa
refuse on
refuse it
refuse kwamia
regret juta
regret juto
regret sikitiko
regrets majuto
regrets masikitiko
reindeer kulungu
reindeer aktiki
reindeer mbawala
reindeer aktiki
rejoice shangilia
relashionship uchumba
relationship husiano
relationship uhusiano
relation ukoo
relative akraba
relative jamaa
relative ndugu
relatives wajamaa
relief faraja
religion dini
religious kidini
religious leader
religious kiongozi
religious wa
religious dini
religious order
religious utawa
reluctance uzohali
remains bakaa
remains baki
remains mabaki
remains saliyo
remember kumbuka
remission ondoleo
remove toa
renovation ukarabati
repair rekebisha
repay lipa
repentance kitubio
repentance vitubio
repent tubu
repetition uradidi
reporter mwanahabari
report ripoti
report taarifa
repremand ikabu
representative mjumbe
representative mwakilishi
representatives wajumbe
representatives wawakilishi
representative wajumbe
represent wakilisha
reproduce jamiiana
republic jamhuri
Republic of
Republic Ireland
Republic Ayalandi
Republic of
Republic Ireland
Republic Ueire
Republic of
Republic South
Republic Africa
Republic iRiphabhulikhi
Republic yeNingizimu
Republic Afrika
Republic of
Republic the
Republic Congo
Republic Jamhuri
Republic ya
Republic Kongo
reputation hadhi
request maombi
request ombi
requests maombi
rescue okoa
researcher mdadisi
researcher mtafiti
researchers wadadisi
researchers watafiti
research utafiti
resemble chukuana
resemble fanana
residence makao
resident makaazi
resident makao
resident mkaazi
resident mkazi
resident mwenyeji
residents wakaazi
resignation mucsidjr
resource raslimali
resources rasilimali
resources raslimali
respect adabu
respectful uadhilifu
respect heshima
respect heshimu
respect taadhima
respect tii
respect utii
respect utiifu
response kiitikio
responses viitikio
responsibilities majukumu
responsibility daraka
responsibility jukumu
responsibility madaraka
responsibility majukumu
responsibility wajibu
restaurant diro
results matokeo
result tokeo
resurrection ufufuo
retail rejareja
return rudi
return rudia
reveal dhihirisha
reveal fichua
reveal funulia
revelation ufunuo
Revelation Ufunuo
revenge kisasi
revolutionary mpinduzi
revolution geuza
revolution mageuzi
revolution mapinduzi
rhea nandu
Rhea Rea
rhetorical balagha
rhetorical questions
rhetorical maswali
rhetorical balagha
rhetorical question
rhetorical swali
rhetorical balagha
rhinoceros kifaru
rhino faru
rhino kifaru
rhinos vifaru
rhombus almasi
rhumba rumba
rhyme kina
rhymes vina
rhythm mahadhi
rib mbavu
rice cake
rice kibibi
rice flour
rice bwibwi
rice mchele
rice mpunga
rice wali
rich matajiri
rich nation
rich nchi
rich tajiri
rich tajiri
riddle fumbo
riddle mafumbo
riddles mafumbo
ridge utiko
rift valley
rift bonde
rift la
rift ufa
right a
right kuume
right haki
right kulia
right mkono
right wa
right kulia
right mkono
right wa
right kuume
ring bizimu
ring finger
ring chanda
ring kengele
ring pete
rings mapete
ringworm bato
rise ondoka
river banks
river kingo
river za
river bahari
river mto
river nahani
rivers mito
road barabara
road njia
roamers zusha
roan antelope
roan korongo
roasted maize
roasted hindi
roasted choma
roast meat
roast nyama
roast choma
robber mnyang'anyi
robbers wanyang'anyi
robbery uizi
robbery with
robbery violence
robbery wizi
robbery wa
robbery kimabavu
robe kasula
rocket roketi
rock mwamba
rock ugingo
rod gongo
rods magongo
rogue ayari
rogue laghai
rogue mhuni
rogue mlaghai
rogue mshari
rogue ya
rogue balaa
rogue ya
rogue kilaghai
rogue ya
rogue shari
rogue yenye
rogue balaa
Roman Catholic
Roman Church
Roman Kenisa
Roman Katoliki
Romanian Mromania
Romanians Waromania
Romania Romania
Roman Mrumi
romans warume
Rome Roma
roof paa
room chumba
rooms vyumba
rooster jogoo
roosters majogoo
root mzizi
roots mizizi
rope kamba
rope utari
rorqual nyangumi
rorqual mwenye
rorqual mifuo
rorqual ya
rorqual kooni
rosary rozari
rosebush mwaridi
rose mwaridi
rose rangi
rose ya
rose waridi
Rose Roza
rose waridi
Rose Waridi
rostrum jukwaa
rot oza
rottol ratili
rot ukoka
round about
round mzunguko
round abouts
round mizunguko
round raundi
rowboat mtumbwi
row mstari
row safu
rubber kifutio
rubber raba
rubber stamp
rubber mhuri
rubbers vifutio
rubble fusi
rubbles mafusi
rub futa
ruby yakuti
rudder usukani
rude jeuri
rudeness utadi
rugby gori
rugby raga
rugby teams
rugby timu
rugby za
rugby raga
rugby team
rugby timu
rugby ya
rugby raga
rug kitamba
rugs vitambaa
ruin gofu
ruins gofu
ruins mahame
rule masharti
ruler chenezo
ruler masharti
rulers vyenezo
rules and
rules regulation
rules masharti
rule sharti
rumour monger
rumour chakubimbi
rumour uvumi
rumuor fununu
run away
run toroka
run kimbia
run kukimbia
rupee rupia
Russian Kirusi
russian mrashia
Russian mrashia
Russian Mrusi
Russians Warusi
Russia urusi
Russia Urusi
rust kutu
Rwanda Kinyarwanda
rwandan citizen
rwandan mrwanda
Rwandan Kinyarwanda
Rwandan Mnyarwanda
Rwandan Mrwanda
Rwanda Rwanda
Rwandese Mnyarwanda
Rwandese Wanyarwanda
sabotage susia
sack gunia
sacrament komunyo
sacrament sakramenti
sacrifice chinja
sacrifice dhabihu
sacrifice kafara
sacrifice muchanga
sacrifices makafara
saddle saruji
sadness huzuni
sadness jonzi
sadness majonzi
sadness simanzi
sad news
sad taarifa
sad za
sad tanzia
safari safari
safe mdumu
safe sefu
safes midumu
safety usalama
safe uganda
saffron mzafarani
saffron rangi
saffron ya
saffron zafarani
saffron zafarani
Sagittarius Kausi
Sagittarius Mshale
Sahara Sahara
sailboat dhau
sailor baharia
sailor mwanamaji
sailor mwanapwa
sailors wanamaji
sailors wanapwa
sail shira
sails mashira
Saint Lucian
Saint Kisantalusia
Saint Lucian
Saint Msantalusia
Saint Lucia
Saint Santalusia
saint mtakatifu
Saint Petersburg
Saint Sankt
Saint Peterburg
Saint Vincent
Saint and
Saint the
Saint Gradines
Saint Santavinsenti
Saint na
Saint Gradini
Saint Vincent
Saint and
Saint the
Saint Grenadines
Saint Santavisenti
Saint na
Saint Grenadini
salaam salaam
salaam salamu
salad saladi
salaries mishahara
salary mshahara
salat swala
sale muuzo
sales mauzo
sales perons
sales wauuzaji
sales person
sales muuzaji
sales persons
sales wauzaji
sale uzo
saliva mate
salivate rambita
salon saluni
salsa salsa
salt chumvi
salt munyu
Salvadoran Kielsavado
Salvadoran Mwelsavado
Salvodorian Mwelsavado
Salvodorians Waelsavado
Samaritan msamaria
same sawa
samosa sambusa
Samuel Samweli
sanction kwazo
sanctions kwazo
sandal kandambili
sand changarawe
sandles champali
sand mchanga
sandpaper msasa
sand paper
sand mseja
sane razini
Sanskrit Kisanskrit
santa claus
santa babakrismasi
Santa Lucian
Santa Msantalusia
Santa Lucians
Santa Wasantalusia
Santa Vincentian
Santa Msantavinsenti
Santa Vincentians
Santa Wasantavinsenti
S o
S Tom
S and
S Pr
S ncipe
S Sao
S Tome
S na
S Principe
Sao Tome
Sao Msaotome
Sao Tome
Sao Saotome
Sao Tome
Sao Wasaotome
sapphire yakuti
sapphire samawi
sap utomvu
sardine kumbu
sari sari
sash leso
sash shuka
sasquatch Saskwachi
Satan Ibilisi
satanic kiganga
Satan Shetani
satisfactory toshelezi
satisfy kidhi
saturday jumamosi
Saturday Jumamosi
Saturn Sarateni
Saturn Zohali
saucepan sufuria
Saudi Arabian
Saudi Msaudia
Saudi Arabians
Saudi Wasaudia
Saudi Arabia
Saudi Saudia
Saudi Arabia
Saudi saudi
Saudi arabia
sausage soseji
save okoa
saving akiba
savings akiba
saviour mkombozi
sawidi msawidi
saw msumeno
saxophone harimuni
saxophone saksofoni
saxophones maharimuni
saying misemo
saying msemo
sayings misemo
scabies upele
scale mzani
scale skeli
scales mizani
scandal kashfa
Scandinavian -a
Scandinavian Kiskandinavi
Scandinavian -a
Scandinavian Uskandinavi
Scandinavian Mskandinavi
scarce nadra
scarcity tukizi
scarcity uchache
scarcity uhaba
scare ogofya
scares ukalili
scare ukalili
scar kovu
scarlet nyekundu
scars makovu
scenery mandhari
sceptre fimbo
sceptre ya
sceptre kifalme
scholar mwanachuoni
school of
school leaders
school shule
school ya
school viongozi
school shule
schools mashule
science fiction
science sayansi
science ya
science kubuniwa
science sayansi
scientist mwanasayansi
scientists mwana
scientists sayansi
scimitar kitara
scissor makasi
scissors mikasi
scissors mkasi
scone skonzi
scooter skuta
score funga
scorer mfungaji
Scorpio Akarabu
scorpion akrabu
Scorpio Nge
scorpion kisusuli
scorpion nge
Scotland Uskoti
scream nduru
screech owl
screech mtiti
screw driver
screw bisbisi
screw parafujo
screw pine
screw mkadi
screw pines
screw mikadi
scribe mwandishi
scrofula mlezi
scrotum korodani
sculptor sonara
sculpture kinyagu
scythe fyekeo
sea bahari
sea horse
sea mbuzi-bahari
sealing boat
sealing ngarawa
sea lion
sea simba
sea wa
sea bahari
seal sili
Sea of
Sea Japan
Sea Bahari
Sea ya
Sea Japani
search keketa
seas baharini
season msimu
seasons misimu
seat kiti
sea turtle
sea kasa
seaweed mwani
secondary school
secondary sekondari
second hand
second mtumba
second sekunde
second ya
second pili
secrecy siri
secrecy usiri
secretary karani
secretary katibu
secretary mhazili
secret kunga
secret meeting
secret kigwena
secret meetings
secret vigwena
secret siri
section kifungu
section kitengo
sector sekta
secure salamu
secure usalamu
security usalama
seedling chipukizi
seedling mche
seedlings machipukizi
seed mbegu
seed pembejeo
seed tumba
seed uzao
seizure kifafa
seldom nadra
selected teule
selfish mchoyo
selfishness uchoyo
selfish wachoyo
seller muuza
seller mwuzaji
sell uza
semantics semantiki
semen manii
semen shahawa
semi colon
semi alama
semi ya
semi nuktamkato
semicolon alama
semicolon ya
semicolon nuktamkato
semi finals
semi nusu
semi fainali
seminar warsha
seminer semina
senate seneti
sence ufahamu
Senegalese Kisenegali
Senegalese Msenegali
Senegalese Wasenegali
Senegal Senegali
sentence hukumu
sentence kifungo
sentence sentensi
sentences vifungo
sentense sentensi
separation utengaji
separation utengano
september septemba
sepulchre kaburi
sequoia sekwoya
Serbian kiserbia
sergeant sajini
series msururu
sermon suta
serpent joka
serval mondo
servant mtumishi
servant muhudumu
servants wahudumu
servants watumishi
servant utumishi
servaying usoroveya
serve hudumu
server soroveya
serve tumika
service huduma
service hudumia
serviceman mwanajeshi
set free
set achiliwa
set huru
set free
set weka
set huru
set sail
set tweka
set matanga
settelite setlaiti
set tua
seven saba
seventh ya
seventh saba
seventy sabini
several khadaa
sewing machine
sewing cherehani
sewing machines
sewing macherehani
sex ngono
sexual intercourse
sexual kutomba
sexually transmitted
sexually disease
sexually maradhi
sexually ya
sexually zinaa
Seychelles Shelisheli
Seychellois Kishelisheli
Seychellois Mshelisheli
