abaca abaka
Bosnia at
Bosnia Ersegobina
botanical dalubhalmanin
botany dalubhalmanan
Botswana Botswana
bottle cap
bottle lapaw
bottle cap
bottle tansan
bottleneck salangkipot
boulevard bulebar
boundary hangganan
bouquet kalangi
bourgeois arianin
bourgeoisie arian
bow busog
bow doong
bow duong
bow-legged sakang
bowl huwataw
bowl mangkok
bow prowa
bowtie buklod-kurbata
boxing boksing
box kahon
box office
box takilya
box suntok
boxwood bo
boy batang
boy lalaki
boy lalaki
bra bra
bracelet baladang
bracelet galang
bracelet kalambigi
bracelet pulseras
braces pamukod
brachiosaur brakiyosawro
brachycephalic punggok-uluhin
brackish matabsing
brad kalabito
brad pakong-aspile
Brahma Brama
brahmin Braman
brain matalino
brain talino
brain utak
brainwave liboy
brainwave ng
brainwave utak
brake preno
branch magbunga
branch sanga
branch sangay
bran darak
branding iron
branding hero
brandy brandi
bravado bangad
brave matapang
Brazil Brazil
breach of
breach contract
breach talusira
breach sa
breach kasunduan
breach of
breach promise
breach talusira
breach sa
breach pangako
breach of
breach the
breach peace
breach panggugulo
breach pagtatalusira
breach talusira
breadfruit kamansi
breadfruit rimas
bread tinapay
breakfast agahan
breakfast almus
breakfast l
break pugto
break tayong
breaktime tayong
breakwater pamasag-alon
breastbone butundibdib
breastfeeding pagpapasuso
breastfeeding pag-ut-ot
breastfeed magpasuso
breastfeed umut-ot
breastfeed ut-utin
breast pump
breast mamadera
breast suso
breathe huminga
breathing paghinga
breech suhi
breeding palabinhian
brevity kaigsian
bribe lagay
bribe suhol
bridegroom nobyo
bridesmaid abay
bridesmaid sa
bridesmaid kasal
bridesmaid dama
bridesmaid sa
bridesmaid kasal
bridge balingos
bridge balingusan
bridge tulay
bright maliwanag
bright matalino
brightness liwanag
bring dala
briny matabsing
bristle tutsang
Britain Bretanya
British thermal
British unit
British Britanhing
British initing
British isahin
broccoli brokuli
brochure muntaklat
broken bali-bali
broken record
broken sirang
broken plaka
broker koredor
bromine bromo
bronchitis magansangambaga
bronchus brongkyo
bronchus sangambaga
brook batis
brook saimsim
brook sapa
broomstick tangkay
broomstick ng
broomstick walis
broom walis
broom walis-tambo
brotherhood kapatiran
brother-in-law bayaw
brother-in-law siyaho
brother kapatid
brother na
brother lalaki
brother kuya
brother totoy
brown kayumanggi
brown malakalaw
Bruneian Taga-Brunei
Brunei Brunei
brunette pulahang
brunette buhok
brush pinsel
brush sipilyo
Brussels Bruselas
Brussels sprout
Brussels usbong
Brussels ng
Brussels Bruselas
bryophyte lumutan
bubble bula
bubble kulo
Buckingham Palace
Buckingham Palasyo
Buckingham ng
Buckingham Buckingham
buckle hebilya
buckle pamuko
buckwheat hayang
buckwheat trigo
bud buko
Buddha Buddha
budget talagugulan
bud mamuko
buffet sariling-kuha
buffet sariling-silbi
buffet tintimpye
bug gagapang
bugle klarin
builder tagabuo
building gusali
bulbil bulaksuloy
Bulgaria Bulgarya
Bulgarian Bulgaro
Bulgarian wikang
Bulgarian Bulgaro
bulgogi bulgogi
bulk bikil
bulldog buldog
bulldozer pamungkal-sudsod
bulletin board
bulletin paskilan
bulletin pabalita
bullfight huwego-de-toro
bullfrog palakang-kabkab
bullock torete
bumblebee himbubuyog
bungalow bunggalo
Bunsen burner
Bunsen apuyang
Bunsen Bunsen
buoy palutang
burden dinadalang
burden mabigat
bureau kawanihan
Burkina Faso
Burkina Burkina
Burkina Paso
Burmese Burmes
burn masunog
burn paso
burrow lungga
Burundi Burundi
bury libing
Busan Busan
bus bus
bushing sakla
bush palumpong
business negosyo
bust busto
busy okupado
butane pattan
butcher manlalapa
butcher tagalapa
butt dulo
butterfly mariposa
butterfly paruparo
butter mantikilya
butt kulata
butt manggo
buttock pigi
buttock puwit
button butones
butt puwit
butt pwet
butt tampulan
butt upos
buy bilhin
buy bili
buyer tagabili
buzzard buharo
buzz buhag
bye paalam
bylaw patakarambatas
bypass lulos
by-product yaga
Byzantine Empire
Byzantine Silangang
Byzantine Imperyong
Byzantine Romano
cabbage repolyo
cabin dampa
cabinet gabinete
cabinetmaker ebanista
cabin kalambakod
cable car
cable kablekotse
cable kable
cable sao
cacao kakaw
cachexia pamamayat
cacodylate kakodilato
cacophony dihunig
cactus kakto
cadaver bangkay
cadence ragsak
caesium sesyo
cage ikulong
cage kulungan
Cairo Cairo
cake keyk
calamondin kalamansi
calculate magtaya
calculate tayahin
calculation asok
calculation pagtaya
calculation taya
calculator pantaya
calculus tayahan
calender gupilpilin
calender panggupilpil
calf binti
calf bone
calf butumbinti
calf guya
calibre kalibre
California Kalipornya
caliph halipa
call tawag
call tawagan
callus lipak
calorie sambilang-init
calumny pananakwat
calumny sakwat
Calvary Kalbaryo
calyx santampok
cambium bayluhan
cambium bayluhing
cambium suson
Cambodia Kambodya
camel kamelyo
Cameroon Kamerun
camomile mansanilya
camomile tsaang
camomile masanilya
camp bed
camp tiheras
camphor alkampor
camphorated alkampurado
camphorated inalkampor
camp limpuyok
camp maghigpo
camshaft tandos-umbok
Canada Kanada
Canadian Kanadyense
canary kanaryo
cancellation pagpayi
cancellation payi
cancel payiin
Cancer Alimango
cancer kanser
candidate halangad
candle kandila
candle sasang
candle snuffer
candle panutog
candlestick sasangan
candy cane
candy kending
candy baston
candy cane
candy kending
candy tungkod
candy kendi
cane tubo
canine tooth
canine panigbi
Canis Major
Canis Malaking
Canis Aso
Canis Minor
Canis Maliit
Canis na
Canis Aso
cannibal kaing-kapuwa
cannoli kanoli
cannoli kanolo
cannoli kanolu
cannula miktubo
canoe lunday
canonization pagkakanonisa
can opener
can abrilata
canopy kalandong
canopy kulandong
cantaloupe kantalupo
cantaloupe melong
cantaloupe bato
Canterbury Kanterbury
Cantonese Kantones
canvas lona
canyon sabak
caoutchouc kawtso
capacitance kalulanan
capacitor panlulan
cape gooseberry
cape lobolobohan
cape lungos
Capernaum Kapernaum
cape tangos
Cape Verde
Cape Kabo
Cape Berde
cap gora
capillarity kalamuymuyan
capillary lamuymoy
capital city
capital kapital
capital city
capital pununglunsod
capital city
capital ulunlunsod
capitalism puhunanan
capitalistic puhunanin
capital kabisera
capital kapital
cappuccino kaputsino
Capricorn Kambing
Capricornus Kambing
capsule damladbunga
capsule litsidlan
captain kapitan
Capuchin Kaputsino
capybara kapibara
carabao anuwang
carabao anwang
carabao kalabaw
carabao nuwang
caramel arnibal
caramel karamelo
carat kilates
caravan karabana
car batlag
carbide karburo
carbon copy
carbon siping
carbon karbon
carbon cycle
carbon ikot-karbon
carbon cycle
carbon ikot-karbono
carbon dioxide
carbon karbon
carbon daluksad
carbonize supukin
carbon karbono
carbon monoxide
carbon karbon
carbon sanuksad
carbon tetrachloride
carbon karbon
carbon patklorad
carburetor karburador
carburetor paningaw
carburetor tambutso
carcinoma karsinoma
cardamom kardamono
cardiac muscle
cardiac pusuing
cardiac kalamnan
cardinal kardenal
cardinal number
cardinal bilang
cardinal na
cardinal paulat
cardinal numeral
cardinal pamilang
cardinal na
cardinal paulat
cardinal paulat
cardiologist palapuso
cardiology palapusuan
carditis magampuso
card kard
career karera
careful maingat
care pag-iingat
care pakialam
caribou karibu
caries karyes
car kotse
carnation klabel
carnival karnabal
carnivore lamankain
carnivorous lamankainin
Carnot's cycle
Carnot's salikop
Carnot's Karno
carom karambola
carpenter anluwagi
carpet alpombra
carp karpa
carpool maghinakay
carriage kalesa
carriage pagdala
carrot asanorya
carrot asinorya
carrot karot
carry dala
carry dalhin
carrying pole
carrying pingga
carry lakta
carry laktain
carry magdala
carry pagdala
Cartesian coordinate
Cartesian Dekarthing
Cartesian katayuwat
Cartesian coordinate
Cartesian paritadlunging
Cartesian katayuwat
Cartesian coordinates
Cartesian mga
Cartesian Dekarthing
Cartesian katayuwat
Cartesian coordinates
Cartesian mga
Cartesian paritadlunging
Cartesian katayuwat
Carthage Kartago
cartilage kartilago
cartilage malabuto
cartoon tawo-tawo
cartridge kartutso
caryopsis butilbunga
cascabel kaskabel
cascabel pakasing
case kaso
cashbook aklat-salapi
cash crop
cash salapiing
cash pananim
cashew keshew
cashier kahero
cash kaliwaan
cash register
cash kaha
cash register
cash kaha-rehistro
cash salaping
cash hawak
cassava balinghoy
cassava kamoteng-kahoy
Cassiopeia Kaayopeya
cassock sutana
cassowary kaswaryo
castanet kastanyetas
castanet pakalkak
castanet talakatak
cast iron
cast binubong
cast bakal
castle kastilyo
castor oil
castor langis
castor ng
castor tangantangan
castor oil
castor plant
castor lansina
castor oil
castor plant
castor tangantangan
castrate basigin
castrated basig
castrated puhag
catabolism kapsira
catacomb katakumbas
Catalan Katalan
catalysis ganapbilos
catalyst pangganapbilos
catalytic ganapbilusin
catapult palintong
cataract katarata
cataract malaking
cataract talon
catcher tagasalo
catechu kateku
categorical mulisipin
categorical proposition
categorical mulisiping
categorical palagay
catfish hito
cathedral katedral
catheter kalilya
catheter kanilya
catheter kateter
catheter pansunda
catheter panunda
cathode balindas
Catholicism katolisismo
cation balipik
catkin laylaybulak
Caucasian Kawkaseyo
Caucasian Kawkasin
Caucasoid Malakawkas
caudal buntutin
caudal fin
caudal buntot-isda
caudal fin
caudal puypoy
caudal pamuntot
cauliflower koliplor
causal masanhi
caution paingat
caution paingatan
cavalier kabalyero
cavalry kabayuhan
cave kuweba
cave yungib
caviar bihud
caw wak-wak
cayenne pepper
cayenne kayena
cayenne pepper
cayenne siling
cayenne kayena
ceasefire tigil-putukan
cease hinto
ceaseless walang-likat
Cebuano Cebuano
Cebu isla
Cebu ng
Cebu Cebu
Cebu pulo
Cebu ng
Cebu Cebu
cedar sedro
ceiling kisame
celery apyo
celery kintsay
celestial makalangit
cellar silong
cell membrane
cell lamad
cell ng
cell kaphay
cell membrane
cell lamad
cell ng
cell sihay
cello biyolonselo
cello tselo
cell selula
cell sihay
cellular maraming
cellular sela
cell wall
cell dinding
cell ng
cell sihay
Celsius Sentigrado
cement semento
cement simento
censer dupaan
censored napula
censored napulaan
censure pula
censure pulaan
census lahatambilang
centaur sentawro
centenarian sasandaanin
center lunduyan
center sentro
center tunga
centi- kadan-
centilitre kadanlitro
centimetre kadanmetro
centimetre kadanpanukat
centimetre sentimetro
centipede alupihan
cent pera
Central Asia
Central Gitnang
Central Asya
central bank
central bangko
central sentral
central bank
central lunduyang
central bangko
central bank
central punong
central bangko
central bank
central punumbangko
centrifugal force
centrifugal basisig
centriole gitbutil
centripetal force
centripetal gitisig
centripetal force
centripetal tungaing
centripetal isig
centrosome gitlawas
centrosphere gitbulog
centurion senturyon
century dantaon
century siglo
cephalic pang-ulo
cephalic uluhin
cereal angkak
cerebrum malaking-utak
cerebrum utak-pang-isip
ceremony galian
ceremony seremonya
certainty katiyakan
certificate katibayan
certificate of
certificate deposit
certificate katibayan
certificate ng
certificate lagak
cervical vertebra
cervical liigang
cervical gulugod
cervical vertebra
cervical liig-liigang
cervical gulugod
cervix liig-liigan
Cetus Dambuhala
Chad Tsad
chain kadena
chain reaction
chain patanikalang
chain tambisa
chain rule
chain patanikalang
chain panuto
chain store
chain magkakasangay
chain na
chain tindahan
chain store
chain patanikalang
chain tindahan
chain tanikala
chairman tagapangulo
chair silya
chalcedony kalsedonya
chalice kalis
chalk tisa
chalk yeso
chameleon hunyango
chamois gamusa
champagne tsampan
chance pagkakataon
chandelier aranya
change bago
change barya
change baylo
change bayluhan
change bayluhin
change bumaylo
change ibago
change ipalit
change kapalit
change pagbabago
change palit
change palitan
change sukli
channel alunan
channel dagat-lagusan
chaos dimayaw
chaos theory
chaos huna
chaos ng
chaos dimayaw
chaotic dimayawin
chapel kapilya
chapel tuklong
chaplain kapelyan
characteristic buumbahagi
characteristic katangian
character sangkatangian
charger panablay
chariot karo
charm alindog
charm anting-anting
chart taltaguhit
chassis tsasis
chasuble kasulya
chayote sayote
cheap mura
cheapskate kuripot
cheat sheet
cheat kodigo
checkerboard damahan
checkmate mate
checkpoint himpilang
checkpoint siyasatan
cheekbone buto
cheekbone ng
cheekbone pisngi
cheekbone butumpisngi
cheek pisngi
cheerful ma
cheerful saya
cheerful ma
cheerful saya
cheerful hin
cheers tagay
cheese keso
cheetah gepardo
chemical bond
chemical kapnaying
chemical bigkis
chemical element
chemical kapnaying
chemical mulangkap
chemical engineering
chemical kapnaying
chemical agsikapan
chemical engineer
chemical kapnaying
chemical agsikap
chemical formula
chemical kapnayaning
chemical sanyo
chemical sangkap
chemical sangkapin
chemical symbol
chemical kapnayaning
chemical halat
chemistry kapnayan
chemosphere kapbulog
chemotaxis kapbiling
chemotropism kapbaling
cherish pangalagaan
cherry blossom
cherry sakura
cherry blossom
cherry seresang
cherry namumalaklak
cherry seresa
cherub kerubin
chess ahedres
chessboard ahedresan
chest dibdib
chestnut kastanyas
chestnut tree
chestnut kastanyo
chestnut tree
chestnut puno
chestnut ng
chestnut kastanyas
chevrotain kidang
chevrotain pilandok
chiaroscuro klaroskuro
chiasma sulingkap
chicken manok
chicken pox
chicken bulutong-tubig
chicken pox
chicken bulutung-tubig
chicken wire
chicken kawad
chicken pangmanukan
chickpea garbansos
chick sisiw
chief puno
chilblain sabanyon
child anak
child bata
Chile Chile
Chile Tsile
chill talagnaw
chill talaknaw
chimera kimera
china pamantingin
Chinatown China
Chinatown Town
chin baba
Chinese celery
Chinese kintsay
Chinese honeysuckle
Chinese niyug-niyugan
Chinese Intsik
Chinese Ints
Chinese k
Chinese Tsekwa
Chinese Tsino
chip bingas
chipped bingas
chirp siyap
chirp sumiyap
chisel pait
chisel paningkal
chlorine kloro
chloroform kloropormo
chlorophyll luntidinsol
chloroplast luntikatwan
chlorosis klorosis
chocolate tsokolate
chocolate tsokolateng
choking balariid
choking pagkabalariid
cholera kolera
choose pili
chop hapakin
chopped hapak
chopped hinapak
chopper panghapak
chopstick ipit-ipit
chopstick sipit-Intsik
chopstick sipit
chopstick ng
chopstick Intsik
chop suey
chop sapsuy
chordate tayudturan
chord bagting
chord sanlinigan
chorizo longganisa
chorizo soriso
Christadelphian kristadelpiyano
Christendom sangkakristiyanuhan
Christian binyagan
Christianity Kakristuhan
Christianity Kristiyanismo
Christianity Pagkabinyagan
Christianity pagkamakakristo
Christianization pagsasakristiyano
Christianization samakakristo
Christianize samakakristuhin
Christian Kristyano
Christian makakristo
Christ Kristo
Christmas card
Christmas kartang
Christmas pamasko
Christmas Day
Christmas Kapaskuhan
Christmas Eve
Christmas Bisperas
Christmas ng
Christmas Pasko
Christmas Pasko
Christ's thorn
Christ's karanda
chromatic kulayin
chromatic scale
chromatic talalinggang
chromatic pinayaman
chromatid kakulawas
chromatin kulayin
chromium kromo
chromodynamics kulay-isigan
chromomere kulayputol
chromosome kromosoma
chromosome kulaylawas
chromosphere kulaybulog
Chronicles Mga
Chronicles Cronica
chronobiology taknahaynayan
chronometer tionsukat
chrysalis tilas
chrysanthemum krisantemo
chrysanthemum rosas-Hapon
chunk tigkal
churchgoer maninimba
church misa
Church of
Church Jesus
Church Christ
Church of
Church Latter-day
Church Saints
Church Ang
Church Simbahan
Church ni
Church Jesucristo
Church ng
Church mga
Church Banal
Church sa
Church mga
Church Huling
Church Araw
church simbahan
chyme kimo
cicada kuliglig
cicada kulilis
cider sidra
cigar abano
cigarette sigarilyo
cigarette yosi
cigar tabako
cinchona singkona
Cinderella Sinderela
cinema sinehan
cinnamon kanela
circle bilog
circuitry kasalikupan
circuit salikop
circular function
circular biluging
circular kabisa
circular letter
circular palibot-liham
circular letter
circular palibot-sulat
circular palibot
circular palibot-liham
circular palibot-sulat
circular saw
circular lagaring-bilog
circular segment
circular biluging
circular hiwa
circular segment
circular hiwa
circular ng
circular isang
circular bilog
circumcision pagsusunat
circumcision pagtutuli
circumference tikop
circumfix kabilaang
circumfix panlapi
circumflex pakupya
circumnavigation tikuplayag
circumstantial kapangyayari
circus sirko
cirrus ruruking
cirrus alapaap
citizen mamamayan
citrate sitrato
citric sitriko
citronella sidronela
citrus fruit
citrus pamiga
city hall
city gusaling
city panlunsod
city lungsod
city syudad
civet alamid
civics palamayanan
civil bayanhin
